"","coef","param","sort","mean","lb","ub","rhat"
"3","b[1,11]","b[1,MI]",253,-0.0179787168327382,-0.0468051634450386,0.0113392792397285,1.00059780074813
"553","b[2,11]","b[2,MI]",254,0.230327864990915,0.203055986445831,0.258374865790487,1.00062733042404
"703","b[3,11]","b[3,MI]",255,0.0921226922942575,0.0651316400832173,0.11955529227563,0.999713030448329
"753","b[4,11]","b[4,MI]",256,0.167659355608092,0.139974798739437,0.195604542238475,1.0005771491592
"803","b[5,11]","b[5,MI]",257,0.145924365702166,0.117708434917383,0.173481601984653,1.00147308857218
"853","b[6,11]","b[6,MI]",258,0.240889405368419,0.21345944964433,0.268326202784791,1.00031694302399
"903","b[7,11]","b[7,MI]",259,0.0843863610330398,0.0578421565344049,0.11113203369575,0.999834112297613
"953","b[8,11]","b[8,MI]",260,0.123049521933396,0.0954147398808605,0.150360221232868,1.00015047224286
"1003","b[9,11]","b[9,MI]",261,0.155530981534561,0.128441574880387,0.182240366486602,0.999838817852939
"53","b[10,11]","b[10,MI]",262,0.155075101898428,0.127336069541004,0.182465325306272,1.00073714492457
"103","b[11,11]","b[11,MI]",263,0.171880440288556,0.145044340457994,0.198106156162403,0.999946996029037
"153","b[12,11]","b[12,MI]",264,0.146214141817638,0.120527947214582,0.173108922488102,0.999700617122689
"203","b[13,11]","b[13,MI]",265,0.183236258798531,0.157523852437845,0.208911197272731,1.00132239724116
"253","b[14,11]","b[14,MI]",266,0.170130391204186,0.143843409592222,0.196102460894791,1.00027370001376
"303","b[15,11]","b[15,MI]",267,0.234836626117606,0.207659690073106,0.261043672009696,0.999855572731169
"353","b[16,11]","b[16,MI]",268,0.107504306665216,0.0809491166849808,0.13384865504121,1.00020636036641
"403","b[17,11]","b[17,MI]",269,0.0769442328694957,0.0499328682341349,0.102893982121999,1.00027740578542
"453","b[18,11]","b[18,MI]",270,0.0456198845517771,0.0166455911760198,0.074528389716736,1.00011808278747
"503","b[19,11]","b[19,MI]",271,0.0839737052759772,0.0553900633247115,0.111567674051627,1.00052169042152
"603","b[20,11]","b[20,MI]",272,0.0839317424336887,0.0583241458852185,0.109414356177704,1.00126731054065
"653","b[21,11]","b[21,MI]",273,0.107665949483869,0.0786708839014982,0.136873517832774,1.00057054313387
"4","b[1,12]","b[1,MN]",274,-0.0956813496094467,-0.123412985802309,-0.0645076537364835,0.999850095780483
"554","b[2,12]","b[2,MN]",275,0.00247129236411356,-0.0264406896759556,0.0309801503875848,0.999837362251561
"704","b[3,12]","b[3,MN]",276,0.0911951997899473,0.062848220829667,0.118726842124599,1.00181807811963
"754","b[4,12]","b[4,MN]",277,0.0741002457398738,0.0471907094283701,0.102065268681373,1.00043004394668
"804","b[5,12]","b[5,MN]",278,0.0594504234052194,0.0320907259339723,0.0862455890260089,0.99959117255975
"854","b[6,12]","b[6,MN]",279,0.0919981246564887,0.063768674810613,0.119509871742181,0.999738738522606
"904","b[7,12]","b[7,MN]",280,0.155882431544153,0.128285902403371,0.183014665038116,1.00044872029986
"954","b[8,12]","b[8,MN]",281,0.183531909838686,0.155413142512135,0.211869109370207,1.00065334378679
"1004","b[9,12]","b[9,MN]",282,0.159493162978561,0.132111636293894,0.187070321693808,0.999844608895027
"54","b[10,12]","b[10,MN]",283,0.152451057832694,0.125819518606337,0.179598918948153,1.00050850754731
"104","b[11,12]","b[11,MN]",284,0.168005034267229,0.141896328017693,0.193396598499688,0.999847768671879
"154","b[12,12]","b[12,MN]",285,0.159564428604961,0.134099404048214,0.184774901394818,1.00049664104512
"204","b[13,12]","b[13,MN]",286,0.152632954138036,0.12764082180166,0.177409507041276,1.00027959385746
"254","b[14,12]","b[14,MN]",287,0.164613575558456,0.138881950925019,0.18955971174762,1.00014582042883
"304","b[15,12]","b[15,MN]",288,0.166694026096577,0.140060214389339,0.191933419225272,1.00029267818482
"354","b[16,12]","b[16,MN]",289,0.184384193793577,0.158586495695005,0.210483718233795,1.0013602164194
"404","b[17,12]","b[17,MN]",290,0.187607732524274,0.161007437146963,0.21350495156993,1.00160008650384
"454","b[18,12]","b[18,MN]",291,0.175309455225635,0.147866657778734,0.202995459612426,1.00072024081484
"504","b[19,12]","b[19,MN]",292,0.236233712237482,0.208658806589656,0.263811620744173,0.999992950942739
"604","b[20,12]","b[20,MN]",293,0.204548882986565,0.178687826827167,0.229208726265223,1.00036434547943
"654","b[21,12]","b[21,MN]",294,0.222127358916786,0.194566133489097,0.250943249144614,1.00125662997536
"5","b[1,13]","b[1,MT]",295,-0.148448428920393,-0.177875086224123,-0.119551891172202,1.00038535409513
"555","b[2,13]","b[2,MT]",296,0.0521796370252927,0.0246825621092404,0.0803945797146139,1.00048685936066
"705","b[3,13]","b[3,MT]",297,0.0972548516041671,0.0699534637969357,0.1247660903729,1.00027306745385
"755","b[4,13]","b[4,MT]",298,0.110729171012189,0.0829146014043973,0.138314337510069,1.00107620855802
"805","b[5,13]","b[5,MT]",299,-0.0924132864905508,-0.119619690057151,-0.0657448745519031,0.999727234425582
"855","b[6,13]","b[6,MT]",300,0.0737262203419482,0.0462233728253613,0.101777767172309,1.00064491210059
"905","b[7,13]","b[7,MT]",301,-0.170685380974033,-0.198319552597872,-0.143128582374903,1.00059165437941
"955","b[8,13]","b[8,MT]",302,-0.0597761210378065,-0.0865210631353796,-0.0334644240593369,1.0004877055372
"1005","b[9,13]","b[9,MT]",303,-0.164912397013825,-0.191369302456993,-0.138397780974296,0.99961140966623
"55","b[10,13]","b[10,MT]",304,-0.173452429003971,-0.198908820281546,-0.147092839535218,1.0002863365251
"105","b[11,13]","b[11,MT]",305,-0.15680039735717,-0.182453894915186,-0.130775397164856,1.00036647357646
"155","b[12,13]","b[12,MT]",306,-0.164856381633797,-0.190875892202816,-0.138620706151988,1.00052298023283
"205","b[13,13]","b[13,MT]",307,-0.174219275808165,-0.199201355894936,-0.148426070108872,1.0004125862811
"255","b[14,13]","b[14,MT]",308,-0.157659649690543,-0.182634449531074,-0.131161572470541,0.999627870421825
"305","b[15,13]","b[15,MT]",309,-0.160218549384933,-0.185774549764215,-0.133703107226946,1.00008137387992
"355","b[16,13]","b[16,MT]",310,-0.13899918038886,-0.165062158340018,-0.113068955920849,0.999963786887996
"405","b[17,13]","b[17,MT]",311,-0.140451832729853,-0.16665655244734,-0.113756699327605,0.999597231606002
"455","b[18,13]","b[18,MT]",312,-0.138521570439593,-0.166633009884306,-0.10971363802308,0.999574592269337
"505","b[19,13]","b[19,MT]",313,-0.154129919909271,-0.183032016906583,-0.125544613274703,1.00044295247564
"605","b[20,13]","b[20,MT]",314,-0.161860160841587,-0.186104787957602,-0.135975047811343,1.00055862890014
"655","b[21,13]","b[21,MT]",315,-0.151652095645318,-0.180240864372183,-0.123374044246275,1.00046922080144
"6","b[1,14]","b[1,NC]",316,0.0882292840351331,0.0597228939395895,0.117668161860812,0.999674061929748
"556","b[2,14]","b[2,NC]",317,-0.235261080756105,-0.263579034310445,-0.207355078030918,0.999872741125758
"706","b[3,14]","b[3,NC]",318,-0.168510505965981,-0.196457888951938,-0.140006634629145,1.00010288763741
"756","b[4,14]","b[4,NC]",319,-0.30785190185846,-0.334947311122986,-0.280280133515418,1.00015127001339
"806","b[5,14]","b[5,NC]",320,-0.080487427972317,-0.108059944393754,-0.0530836588845155,1.00037971759778
"856","b[6,14]","b[6,NC]",321,-0.193798217221251,-0.221094204320758,-0.166729379683019,1.00017604320082
"906","b[7,14]","b[7,NC]",322,-0.227675058072884,-0.254409513415596,-0.200972896237903,1.00018159884759
"956","b[8,14]","b[8,NC]",323,-0.166943960133185,-0.193328576044489,-0.139357886479446,1.00090733824166
"1006","b[9,14]","b[9,NC]",324,-0.109997702152362,-0.137315123783854,-0.08316648354993,1.00155732488759
"56","b[10,14]","b[10,NC]",325,-0.19250655355968,-0.219314465798059,-0.165627406490901,1.00174427017063
"106","b[11,14]","b[11,NC]",326,-0.187601335968617,-0.214760369397406,-0.161331118461114,1.00369983110378
"156","b[12,14]","b[12,NC]",327,-0.080880327651731,-0.107665045670008,-0.0538742124398507,1.0003905472764
"206","b[13,14]","b[13,NC]",328,-0.141078563574879,-0.166768795714532,-0.11494759863004,1.00005212634156
"256","b[14,14]","b[14,NC]",329,-0.101297637124074,-0.126762701614728,-0.0747887334145068,0.999988666862978
"306","b[15,14]","b[15,NC]",330,-0.104987384399401,-0.130854269548099,-0.0801180506941575,1.00036749258569
"356","b[16,14]","b[16,NC]",331,-0.225122414581973,-0.250938272691113,-0.198413879382861,0.999776750569616
"406","b[17,14]","b[17,NC]",332,-0.17412807941007,-0.201302613676099,-0.147198597873185,1.00037336967036
"456","b[18,14]","b[18,NC]",333,-0.195045801729261,-0.222625963439584,-0.166210624683232,1.00058265806343
"506","b[19,14]","b[19,NC]",334,-0.199669140043983,-0.228728389622102,-0.171698806782125,1.00020208926776
"606","b[20,14]","b[20,NC]",335,-0.221865508846047,-0.246715285020329,-0.197775262918322,1.00069498926345
"656","b[21,14]","b[21,NC]",336,-0.195498057866507,-0.224358576925082,-0.167277664614942,1.00013836764136
"7","b[1,15]","b[1,NJ]",337,-0.114847376479604,-0.143987560591977,-0.0856980067292292,1.00001566277124
"557","b[2,15]","b[2,NJ]",338,0.0395488421068725,0.0121912108601248,0.0668868515642944,1.00000749601312
"707","b[3,15]","b[3,NJ]",339,-0.0808583667415031,-0.108023182563234,-0.0541958613048774,0.999651964577663
"757","b[4,15]","b[4,NJ]",340,0.0190669070885225,-0.00732224971169243,0.0463966729344733,1.00050609009268
"807","b[5,15]","b[5,NJ]",341,-0.0833594737823222,-0.111029548174333,-0.0560357055371974,1.00004681947244
"857","b[6,15]","b[6,NJ]",342,0.0515788776298781,0.0248719503071638,0.0787349792466933,1.0001088441869
"907","b[7,15]","b[7,NJ]",343,0.0946076333991247,0.0671605163300876,0.122015771274894,1.00138892861957
"957","b[8,15]","b[8,NJ]",344,-0.0114320735013916,-0.0390611490137409,0.0161473897216093,0.999994621245137
"1007","b[9,15]","b[9,NJ]",345,0.14241921948697,0.115451345272906,0.170901444673317,0.999686635548484
"57","b[10,15]","b[10,NJ]",346,0.0400085545290782,0.0127030946000254,0.0668688396052848,0.999896180539785
"107","b[11,15]","b[11,NJ]",347,0.127431481017756,0.0999776699031523,0.154133585414501,1.00032976881278
"157","b[12,15]","b[12,NJ]",348,0.0678158301973311,0.0405721923524504,0.094680668530662,0.999971996747692
"207","b[13,15]","b[13,NJ]",349,0.0542965501465267,0.0277258599925963,0.0814045559396942,1.00157664216141
"257","b[14,15]","b[14,NJ]",350,0.000288367941194745,-0.0262309309929468,0.0265462688421907,1.00115387880863
"307","b[15,15]","b[15,NJ]",351,0.0233752659371048,-0.00287460046443949,0.0499026140822779,1.00013649354352
"357","b[16,15]","b[16,NJ]",352,0.0321272116688697,0.0050487224592092,0.0581276769419265,1.00019200955883
"407","b[17,15]","b[17,NJ]",353,0.0359824100655949,0.00944764756967568,0.0623702440205903,1.00044371309431
"457","b[18,15]","b[18,NJ]",354,0.0366830487308855,0.00929321214752092,0.0645961182180886,1.00042099696951
"507","b[19,15]","b[19,NJ]",355,0.0190057861183258,-0.00808488596780381,0.045901430685026,1.0001626099905
"607","b[20,15]","b[20,NJ]",356,0.0159100177128285,-0.00851409946077987,0.0412306739275495,1.00022115533503
"657","b[21,15]","b[21,NJ]",357,0.0210209029138745,-0.00699797446754568,0.049751759677303,1.00117239832279
"8","b[1,16]","b[1,NM]",358,0.000416727994648924,-0.0295947354383686,0.0289753373198545,1.00009001478031
"558","b[2,16]","b[2,NM]",359,-0.0184360195753891,-0.0471162297009583,0.0109804897583602,1.00061960098112
"708","b[3,16]","b[3,NM]",360,-0.0371151823299122,-0.0656882093480979,-0.0112715253090503,0.999732654195184
"758","b[4,16]","b[4,NM]",361,-0.0497404128218424,-0.0769343291359642,-0.0228146190253991,1.00063908658798
"808","b[5,16]","b[5,NM]",362,-0.0753073711192711,-0.102433839565092,-0.0476311783186592,0.999670059093282
"858","b[6,16]","b[6,NM]",363,0.0513302686696307,0.0233297503628101,0.0777348705764126,1.00019787854201
"908","b[7,16]","b[7,NM]",364,0.0209924050631749,-0.0063421537281723,0.0485177213274236,1.00055458371853
"958","b[8,16]","b[8,NM]",365,0.0457999990184404,0.0189511758846388,0.0737607312746231,1.0020573174927
"1008","b[9,16]","b[9,NM]",366,0.0818209666547325,0.0549945612725213,0.108500936255085,1.00107076391229
"58","b[10,16]","b[10,NM]",367,0.0799657574289467,0.0541217570801837,0.106675566928015,1.00106199134496
"108","b[11,16]","b[11,NM]",368,0.0919532078036868,0.0655948504809142,0.117129475621209,0.99970024920399
"158","b[12,16]","b[12,NM]",369,0.084834204598031,0.0595203802947419,0.111574591141976,1.00019439471889
"208","b[13,16]","b[13,NM]",370,0.0781108404845364,0.0523388580649125,0.103430405548828,1.00080379303425
"258","b[14,16]","b[14,NM]",371,0.0889544951031457,0.063238571142036,0.113486287615245,0.999860932806292
"308","b[15,16]","b[15,NM]",372,0.0915243940388172,0.0658054793208431,0.116664369118458,0.999792478110058
"358","b[16,16]","b[16,NM]",373,0.110029579162985,0.0840054233605195,0.135953994414381,1.00095762005975
"408","b[17,16]","b[17,NM]",374,0.109203470475365,0.082438197526821,0.135399520246187,1.00133379785487
"458","b[18,16]","b[18,NM]",375,0.112094723194591,0.0842816542637096,0.140151996535558,1.00064631991653
"508","b[19,16]","b[19,NM]",376,0.0951240834739172,0.0673879122545725,0.12336981768881,1.00009414705408
"608","b[20,16]","b[20,NM]",377,0.0853473032819086,0.0611266581832078,0.109452305048792,1.00093481522632
"658","b[21,16]","b[21,NM]",378,0.0983292179866119,0.0707861334858794,0.126365616142996,1.00275629649034
"9","b[1,17]","b[1,NV]",379,-0.0640326237932875,-0.0924161705780453,-0.0349557776924352,0.999623748845005
"559","b[2,17]","b[2,NV]",380,-0.0619578833030197,-0.0894869696071297,-0.0339032893889243,1.00012448643992
"709","b[3,17]","b[3,NV]",381,-0.0330358350568256,-0.0597027226702545,-0.00584800578940762,1.00008914819989
"759","b[4,17]","b[4,NV]",382,-0.040486577231205,-0.0676828056755349,-0.0137349380528682,0.999753622782599
"809","b[5,17]","b[5,NV]",383,-0.0965782262052013,-0.124799104414754,-0.0691243080629944,1.000072810003
"859","b[6,17]","b[6,NV]",384,-0.0832362393134409,-0.110683154617338,-0.0554935276975091,1.00114279756025
"909","b[7,17]","b[7,NV]",385,-0.0290911067872827,-0.0562445678775505,-0.00222639449403564,1.00087014641467
"959","b[8,17]","b[8,NV]",386,-0.134305267707216,-0.160524208033198,-0.106240864886255,1.00634979428908
"1009","b[9,17]","b[9,NV]",387,-0.0238059026993959,-0.0500557675254938,0.00300631776118157,1.00164583879198
"59","b[10,17]","b[10,NV]",388,-0.0913426922217857,-0.117745479343289,-0.0653937538804188,1.00018611731522
"109","b[11,17]","b[11,NV]",389,-0.0497103796235984,-0.0766052875886872,-0.0233827431667045,1.0003617054013
"159","b[12,17]","b[12,NV]",390,-0.0658945296491493,-0.0919831122734003,-0.0388443739057435,1.00015711980077
"209","b[13,17]","b[13,NV]",391,-0.0783542838256403,-0.104993505897131,-0.0513233887099924,1.0008869344674
"259","b[14,17]","b[14,NV]",392,-0.0490231146612124,-0.0747162776951515,-0.022513892572822,1.00038195489064
"309","b[15,17]","b[15,NV]",393,-0.0732971587672257,-0.100015130132097,-0.0480129866178304,1.00047236427018
"359","b[16,17]","b[16,NV]",394,-0.176247372075162,-0.202984602123141,-0.149201576983331,0.999975230522912
"409","b[17,17]","b[17,NV]",395,-0.122381757210557,-0.148244489569457,-0.0972779957282177,0.99989451900811
"459","b[18,17]","b[18,NV]",396,-0.146417856177734,-0.174142109440144,-0.119319995067036,0.99988166779939
"509","b[19,17]","b[19,NV]",397,-0.148150358116556,-0.175093326453901,-0.121543675452753,1.00022760089294
"609","b[20,17]","b[20,NV]",398,-0.171407659116327,-0.196874761693978,-0.146250010704317,1.00008633133261
"659","b[21,17]","b[21,NV]",399,-0.144415994323648,-0.17246786035356,-0.116690633527984,1.00104561559938
"10","b[1,18]","b[1,NY]",400,-0.00825608424653765,-0.037553542397809,0.0215486053838778,1.00017726142696
"560","b[2,18]","b[2,NY]",401,0.0580229711846911,0.0295596650874274,0.0864807876984578,1.00117087104725
"710","b[3,18]","b[3,NY]",402,-0.0415790648192994,-0.0687282865628642,-0.0135854237743905,1.00023708634189
"760","b[4,18]","b[4,NY]",403,-0.0138299226393673,-0.0412957700925576,0.0128284092808046,0.999827655208839
"810","b[5,18]","b[5,NY]",404,-0.0416139187839944,-0.069210117262808,-0.0128765369699122,1.00007543959823
"860","b[6,18]","b[6,NY]",405,-0.01668082285774,-0.0449012046083269,0.0114340195373569,0.999911478900951
"910","b[7,18]","b[7,NY]",406,0.0935013719469766,0.0662672161588361,0.1199688407697,0.999828618865757
"960","b[8,18]","b[8,NY]",407,0.00514322501693039,-0.0213502960068495,0.0315303688609427,1.00112926351907
"1010","b[9,18]","b[9,NY]",408,0.128092705654402,0.101576279840714,0.15467628927892,1.00097031613841
"60","b[10,18]","b[10,NY]",409,0.0550387066662206,0.0291643518181324,0.0802343064708716,0.999694837570488
"110","b[11,18]","b[11,NY]",410,0.111098832848275,0.0841629903858099,0.13640321864791,0.999700627723722
"160","b[12,18]","b[12,NY]",411,0.0126401558182738,-0.0134613291850212,0.0381983813699788,0.999733966320231
"210","b[13,18]","b[13,NY]",412,0.0372973511319563,0.011743011258901,0.0638209637702965,1.00011548762963
"260","b[14,18]","b[14,NY]",413,0.035337807350459,0.0100859175848911,0.0614666557177856,1.00057157958277
"310","b[15,18]","b[15,NY]",414,0.0437273004748666,0.0165984777987149,0.0707195539327508,1.00025132098953
"360","b[16,18]","b[16,NY]",415,0.0591550798728689,0.0329746462372173,0.0850026570068441,1.00027118005987
"410","b[17,18]","b[17,NY]",416,0.059263762860633,0.0321734971542512,0.0859616411267211,0.999842604555592
"460","b[18,18]","b[18,NY]",417,0.0622343960500358,0.0334467734153612,0.0900894213750667,0.999874400667736
"510","b[19,18]","b[19,NY]",418,0.0430961781995164,0.0153789422589055,0.0720722021162405,0.999843867280137
"610","b[20,18]","b[20,NY]",419,0.0442194405435216,0.0197117272018652,0.0687508614024607,1.00000626020113
"660","b[21,18]","b[21,NY]",420,0.0433097943092496,0.0140851311988906,0.071743056163418,1.00137044324329
"11","b[1,19]","b[1,OR]",421,0.0507047913727828,0.0219308025715695,0.080204324586138,1.00066987811142
"561","b[2,19]","b[2,OR]",422,0.0187240835217354,-0.0102150527200309,0.0464604912176245,1.00004037723874
"711","b[3,19]","b[3,OR]",423,-0.0632020024700217,-0.0905522869641142,-0.0355830334040962,0.999619044870587
"761","b[4,19]","b[4,OR]",424,-0.0306847460612559,-0.0575548458786653,-0.00339519486076466,1.00032871890976
"811","b[5,19]","b[5,OR]",425,-0.0885543263826328,-0.115472128461299,-0.060992494403531,1.00109991856285
"861","b[6,19]","b[6,OR]",426,-0.00927854749225361,-0.0365885186415297,0.0178033132690612,1.00125434313249
"911","b[7,19]","b[7,OR]",427,0.0586450053784578,0.0322661381427836,0.0863717870785849,1.00059240518886
"961","b[8,19]","b[8,OR]",428,0.0816607365472774,0.0543566051062303,0.108854853570577,1.00106553443797
"1011","b[9,19]","b[9,OR]",429,0.0613615565995464,0.0351086659416565,0.0877370735915029,1.00191022798499
"61","b[10,19]","b[10,OR]",430,0.0508871559761413,0.024795110604723,0.0774701099763727,1.00047878874402
"111","b[11,19]","b[11,OR]",431,0.0693989749335467,0.0433047992199184,0.0951972235502669,1.00064535123251
"161","b[12,19]","b[12,OR]",432,0.0585180564327835,0.0330058022228472,0.0836619656834944,1.00031887874801
"211","b[13,19]","b[13,OR]",433,0.0531529937081708,0.0282775821545374,0.0786740883562472,1.00007224462944
"261","b[14,19]","b[14,OR]",434,0.0646693269790766,0.0386662143423291,0.0903334462499301,1.00069129674361
"311","b[15,19]","b[15,OR]",435,0.0662583314630535,0.0403623867483598,0.092016843917752,1.00162036498683
"361","b[16,19]","b[16,OR]",436,0.0861599707299743,0.0606297184367463,0.112124830572495,1.00065660741654
"411","b[17,19]","b[17,OR]",437,0.0831408323419503,0.056851138317893,0.109415945206511,1.00056471430622
"461","b[18,19]","b[18,OR]",438,0.0875192943015982,0.0600408717717193,0.114460577826609,1.00068971064042
"511","b[19,19]","b[19,OR]",439,0.0686912771407648,0.041257116423221,0.0954679995545254,1.00041059335567
"611","b[20,19]","b[20,OR]",440,0.0686168731560674,0.0442306686056224,0.0941599713753535,1.00039832210214
"661","b[21,19]","b[21,OR]",441,0.0681699468308783,0.0406891426619457,0.0965981681496056,1.0007137147617
"13","b[1,20]","b[1,PA]",442,0.255211250777363,0.22610901541641,0.283918099439075,1.00074172986208
"563","b[2,20]","b[2,PA]",443,-0.224802926284122,-0.252119704391411,-0.197764618694936,1.0007234670884
"713","b[3,20]","b[3,PA]",444,-0.074822290382375,-0.101934760608206,-0.0474932613807356,1.0013818596265
"763","b[4,20]","b[4,PA]",445,-0.134183026957692,-0.161696262562283,-0.10662212016435,0.999990839615872
"813","b[5,20]","b[5,PA]",446,-0.157591749683085,-0.184518389554825,-0.130124686476159,1.00101835271122
"863","b[6,20]","b[6,PA]",447,-0.122641046721908,-0.149846318020051,-0.0934803077817056,1.0011269886288
"913","b[7,20]","b[7,PA]",448,-0.084648491505745,-0.113119834837319,-0.0582549463020132,1.00043112734115
"963","b[8,20]","b[8,PA]",449,-0.112302727021475,-0.140018097460249,-0.085179202637853,1.00085188519516
"1013","b[9,20]","b[9,PA]",450,-0.103387762605213,-0.129345325009694,-0.076890372566871,0.999718560846463
"63","b[10,20]","b[10,PA]",451,-0.128487960232881,-0.154744117721523,-0.10188934313927,0.999799640056429
"113","b[11,20]","b[11,PA]",452,-0.10448880736866,-0.130440482778424,-0.0781656079987118,0.999921336205657
"163","b[12,20]","b[12,PA]",453,-0.116304690419427,-0.142649125791195,-0.0896777474192401,1.00054956152347
"213","b[13,20]","b[13,PA]",454,-0.123798773018155,-0.14942768560445,-0.0973506090227678,0.999661303088559
"263","b[14,20]","b[14,PA]",455,-0.107457082002589,-0.133015402735537,-0.0820079432441496,0.999744150088916
"313","b[15,20]","b[15,PA]",456,-0.111269560980877,-0.137379907106926,-0.084942359173049,0.999815360148274
"363","b[16,20]","b[16,PA]",457,-0.087165750102703,-0.113512544190167,-0.0608183545372789,1.00042767903608
"413","b[17,20]","b[17,PA]",458,-0.0927998321979865,-0.119711791014508,-0.0664301990678525,1.00005444181462
"463","b[18,20]","b[18,PA]",459,-0.086846182881807,-0.115408630661023,-0.0575254767924999,1.00040165438492
"513","b[19,20]","b[19,PA]",460,-0.10834004733107,-0.136397557074998,-0.0801083428485388,1.0013988902922
"613","b[20,20]","b[20,PA]",461,-0.0991070361833935,-0.124180064895293,-0.0737455642655329,0.999922204443189
"663","b[21,20]","b[21,PA]",462,-0.110900755003047,-0.13940077541918,-0.0812863938296721,1.0004719420267
"14","b[1,21]","b[1,RI]",463,0.325172832737176,0.295744934047792,0.35439493378086,1.00003909762595
"564","b[2,21]","b[2,RI]",464,-0.110678084369639,-0.139230887290291,-0.0832833927639296,0.999769944851009
"714","b[3,21]","b[3,RI]",465,-0.0176266670187598,-0.0452885249538337,0.0105800444786055,1.00028347525313
"764","b[4,21]","b[4,RI]",466,0.0382395645096687,0.0110264043215625,0.0653042943380928,1.00003142788492
"814","b[5,21]","b[5,RI]",467,-0.0882919263244766,-0.115977692200123,-0.0610543439402277,1.00075812979443
"864","b[6,21]","b[6,RI]",468,-0.136123857684768,-0.163486144094471,-0.108805859775164,0.999649045374263
"914","b[7,21]","b[7,RI]",469,-0.0361428773345889,-0.063546344012949,-0.00846317600677154,1.00003757882616
"964","b[8,21]","b[8,RI]",470,-0.00514889555549811,-0.032904781936994,0.021944227259916,0.999843907563517
"1014","b[9,21]","b[9,RI]",471,-0.0878253064855367,-0.114836992577202,-0.0612061914260786,1.00065011465325
"64","b[10,21]","b[10,RI]",472,-0.106793662013539,-0.133028325274155,-0.0795433793644306,1.00075393422672
"114","b[11,21]","b[11,RI]",473,-0.0660645940027781,-0.0929064162291369,-0.038779178306466,1.00230010427593
"164","b[12,21]","b[12,RI]",474,-0.118766605728895,-0.145456183688009,-0.0922753875324946,1.00029274442497
"214","b[13,21]","b[13,RI]",475,-0.0436436366937911,-0.0700259298162859,-0.016479656504492,1.0008492731918
"264","b[14,21]","b[14,RI]",476,0.046932178181276,0.0203740404892074,0.0736390894225753,1.00004797741816
"314","b[15,21]","b[15,RI]",477,-0.0107359086126903,-0.0374657183501714,0.0159733292774035,1.00042003292154
"364","b[16,21]","b[16,RI]",478,0.0676833741924295,0.0401057336126567,0.0938346962009954,1.0003252793251
"414","b[17,21]","b[17,RI]",479,-0.0147618852167935,-0.0430255061613411,0.0125593570254653,1.0007368735471
"464","b[18,21]","b[18,RI]",480,0.104525683937543,0.076290495841133,0.133648277049224,0.999874435978599
"514","b[19,21]","b[19,RI]",481,0.121447732805339,0.0932467065445733,0.150086005082557,1.00052886556414
"614","b[20,21]","b[20,RI]",482,0.188094424871849,0.163096533419885,0.212574311864459,0.999839104075264
"664","b[21,21]","b[21,RI]",483,0.0556892360491688,0.027347325800309,0.0843166143905104,0.999915789077369
"15","b[1,22]","b[1,VA]",484,-0.132127735208735,-0.162124672583298,-0.102952149270999,1.00050931431847
"565","b[2,22]","b[2,VA]",485,-0.129476816856521,-0.15620156737143,-0.101605979858508,0.999932157916741
"715","b[3,22]","b[3,VA]",486,0.0184787455492982,-0.00944525582931321,0.0446583346584144,1.00118188463138
"765","b[4,22]","b[4,VA]",487,-0.0785389247334693,-0.105450925085758,-0.0516509477398149,1.00105955570494
"815","b[5,22]","b[5,VA]",488,-0.051700593258399,-0.0797526608213028,-0.0240679486736183,1.00147811410717
"865","b[6,22]","b[6,VA]",489,-0.0727374066645802,-0.100899542821149,-0.0454140122444187,1.00021682322509
"915","b[7,22]","b[7,VA]",490,-0.0798215748921439,-0.106941784722851,-0.052795860941322,1.00142286625402
"965","b[8,22]","b[8,VA]",491,-0.117553624174774,-0.145197566016996,-0.0909382222380235,1.00194867328813
"1015","b[9,22]","b[9,VA]",492,-0.0990658207999033,-0.125798919428785,-0.071761955432948,0.999987249203101
"65","b[10,22]","b[10,VA]",493,-0.134040062627261,-0.161266927283374,-0.107924540384,0.999780601395981
"115","b[11,22]","b[11,VA]",494,-0.0968844288911943,-0.123546859645673,-0.0704202081117543,0.999579658927726
"165","b[12,22]","b[12,VA]",495,-0.0816387874857739,-0.108183122728299,-0.0550202989198732,0.999795863730451
"215","b[13,22]","b[13,VA]",496,-0.102861633878966,-0.128753174625405,-0.0772602834217951,0.999959141987358
"265","b[14,22]","b[14,VA]",497,-0.0812404118125492,-0.107218032674166,-0.0556358098635036,0.999918708565187
"315","b[15,22]","b[15,VA]",498,-0.0860797803274239,-0.112976487064,-0.0599203135654959,1.00008957931165
"365","b[16,22]","b[16,VA]",499,-0.0639930277058649,-0.0900746491091805,-0.036666952495482,1.00004504839992
"415","b[17,22]","b[17,VA]",500,-0.0664217262162611,-0.0930031664203228,-0.0389164979448935,0.999684338278915
"465","b[18,22]","b[18,VA]",501,-0.0616288424802832,-0.0906938651950161,-0.0344450006219288,1.00057524696585
"515","b[19,22]","b[19,VA]",502,-0.0822696355502033,-0.10986889162541,-0.0535141348852491,1.00039887466723
"615","b[20,22]","b[20,VA]",503,-0.0831092680927645,-0.108303251386724,-0.0572055308558544,1.0001293764213
"665","b[21,22]","b[21,VA]",504,-0.0796397689387614,-0.108577288908451,-0.051804288753931,1.00030803580458
"16","b[1,23]","b[1,WA]",505,0.090813019196717,0.0615640225597278,0.119373979462068,0.999579755731597
